"","title","content","url"
"17","Free/complementary IPL tickets to attract GST: AAR","New Delhi, Oct 14 () Free or complementary tickets given by franchise owners for IPL matches will attract Goods and Services Tax (GST), the Authority for Advance Ruling (AAR) said.
In response to an application filed by K P H Dream Cricket Pvt Ltd, which owns and operates IPL cricket team Kings XI Punjab, the Punjab bench of the AAR has ruled that providing complementary tickets free of charge would be considered supply of service and therefore leviable to tax.
The GST rate on sale of IPL tickets is 18 per cent.
The AAR also ruled that K P H Dream Cricket would be eligible to claim input tax credit (ITC) on taxes paid for such complementary tickets only to the extent of input and input service for such tickets.
The AAR said when the applicant issues a 'complimentary ticket' to any person, the applicant is ""certainly displaying an act of forbearance by tolerating persons who are receiving the services provided by the applicant without paying any money, which other persons not receiving such complimentary tickets would have to pay for"".
Stating that the complementary tickets given by K P H Dream Cricket to various persons would certainly be covered by the term 'token' and 'voucher', the AAR said as per GST laws the monetary value of ""forbearance would naturally be pegged to the amount of money charged from other persons not receiving the 'complementary tickets' for availing the same services.""
""The applicant has clearly missed the import of clause (b) in the definition of 'Consideration' given in section 2(31) of the CGST Act, 2017 which certainly covers the activity of the applicant of giving 'complementary tickets' to certain persons in the furtherance of his business and would thus be covered under scope of supply defined in Section 7(1)(a) of the CGST Act, 2017,"" the AAR said.
Commenting on the order, EY Tax Partner Abhishek Jain said: ""A levy of GST on free supply of services to unrelated parties is not envisaged under the GST law. The ruling is against the no GST position adopted by the industry on such transactions"". JD ABM ABM","https://timesofindia.indiatimes.com/business/business/india-business/free/complementary-ipl-tickets-to-attract-gst-aar/articleshow/66203019.cms"
"18","Edu, marketing, agri possible re-entry points for workforce post automation: Report","New Delhi, Oct 14 () Even as the debate on whether new-age technologies like automation will trigger job losses or create new roles goes on, a study by AIMA-PwC shows that industries like education, marketing and even agriculture are perceived as likely re-entry points for workforce if one's current job gets automated.
The study, titled 'How AI is reshaping jobs in India', said employees across sectors have started recognising the need for upgrading skills in emerging areas like artificial intelligence, robotics, Big Data and machine learning over the next five years to support the current roles and responsibilities in their respective industries.
In order to enhance their preparedness for the automation era, 60 per cent of the respondents said they were willing to upgrade their skills via training programmes/initiatives organised by employers.
Interestingly, the results also indicate that people believe that education and teaching (30 per cent), followed by marketing, management and business services (28 per cent) offer ""the most realistic opportunities for them to re-enter the workforce if their current job undergoes automation"".
About 16 per cent said they perceived manufacturing as a likely re-entry point, while 14 per cent pointed to agriculture, forestry and fishing.
""This indicates that in a post-automation workforce, roles that require accumulated knowledge, expertise and people-centric qualities such as persuasiveness and empathy might stand out as differentiating factors to ensure employability,"" the report said.
The report pointed out that as AI continues to evolve, the threat of job loss also arises but these displacements will be accompanied by the creation of new job profiles that require great human involvement and critical thinking.
Therefore, AI provides an opportunity to reshape the workforce, and collaborative efforts between the government, academia and private sector should be encouraged.
The report acknowledged that there is a huge unmet demand for skilled professionals in the field of AI and machine learning and that catching up in this race would require a two-pronged approach -- upskilling existing employees as well as attracting AI experts.
While it is primarily the responsibility of individuals to keep themselves updated and relevant to the job by investing time in acquiring new skills and capabilities, educational bodies also need to migrate the traditional curriculum to incorporate course work that is in sync with new age technology and emerging industry demands.
Also, with the increasing percolation of AI within companies and adoption of new technologies, on-the-job training for employees would become more vital to transition people into new rolls, the report said. SR BAL","https://timesofindia.indiatimes.com/business/business/india-business/edu-marketing-agri-possible-re-entry-points-for-workforce-post-automation-report/articleshow/66202874.cms"
"19","PM to brainstorm oil scenario with global CEOs","New Delhi, Oct 14 () Prime Minister Narendra Modi will Monday brainstorm with chief executives of top global and Indian oil and gas companies on emerging energy scenario, with ripples from US sanctions on Iran and volatile oil prices threatening growth.
The third annual meeting would also deliberate on ways to revive investment in oil and gas exploration and production, official sources said.
Modi's first meeting was on January 5, 2016 where suggestions for reforming natural gas prices were made. More than a year later, the government allowed higher natural gas price for yet-to-be-produced fields in difficult areas like deep sea.
In the last edition in October 2017, suggestions were made for giving out equity to foreign and private companies in producing oil and gas fields of state-owned ONGC and OIL. But the plan could not go through in view of strong opposition from Oil and Natural Gas Corp (ONGC).
Sources said Saudi Oil Minister Khalid A Al Falih, BP CEO Bob Dudley, Total head Patrick Fouyane, Reliance Industries Chairman Mukesh Ambani and Vedanta chief Anil Agarwal are expected to attend the meeting Monday.
The meeting, coordinated by the NITI Aayog, is likely to focus on challenges posed by volatile oil prices and the US sanctions on Iran.
The meeting would look at measures to attract investments and steps for making it easier to do business in India.
Sources said reforms initiated in the last four years in the oil and gas sector, including open acreage policy, pricing reforms and liberalised licensing policy, will be showcased and suggestions would be sought on what more can be done to hasten growth.
The government is looking at private investment to raise domestic oil and gas production, which has stagnated for the last few years while fuel demand has been rising by 5-6 per cent annually. India is dependent on imports to meet 83 per cent of its demand and more than half of its natural gas requirements.
The Prime Minister in 2015 had set a target of reducing India's oil dependence by 10 per cent to 67 per cent (based on import dependence of 77 per cent in 2014-15) by 2022. Import dependence has only increased since then and the government is now looking for ways to raise domestic output.
Organization of the Petroleum Exporting Countries (OPEC) Secretary General Mohammed Barkindo and India's Oil Minister Dharmendra Pradhan would also attend the meeting, they said.
Also likely to attend the meeting are ONGC Chairman and Managing Director Shashi Shanker, Indian Oil Corporation (IOC) Chairman Sanjiv Singh, GAIL India head B C Tripathi, Hindustan Petroleum Corp Ltd (HPCL) Chairman Mukesh Kumar Suran, Oil India Chairman Utpal Bora and Bharat Petroleum Corp Ltd (BPCL) Chairman D Rajkumar. ANZ ABM","https://timesofindia.indiatimes.com/business/business/india-business/pm-to-brainstorm-oil-scenario-with-global-ceos/articleshow/66202853.cms"
"20","Presidential assent to Assam bill on retrenching up to 300 employees sans govt approval","New Delhi, Oct 14 () An Assam government bill proposing to allow companies to retrench up to 300 employees without seeking prior approval of the government has received the presidential assent and it will help achieve the objective of ease of doing business, officials said Sunday.
President Ram Nath Kovind approved The Industrial Disputes (Assam Amendment) Bill, 2017, that will replace the Industrial Disputes Act, 1947. It is aimed at pushing the ease-of-doing-business mantra of the government.
The statement of objects and reasons of the legislation says companies will be allowed to retrench up to 300 employees instead of 100, as per the existing legislation, without seeking prior approval of the government.
The amendment seeks to achieve the objective of 'ease of doing business' thereby encouraging positive business environment in the state, a home ministry official said quoting the bill.
Under the new legislation, the compensation to a retrenched labourer will be 60 days' salary instead of the present 15 days' and no government permission will be required for the retrenchment.
The President has also given assent to the Motor Vehicles (Haryana Amendment) Bill, 2018 that authorises the state transport undertaking to operate any vehicle on any route as stage carriage under any permit.
The bill has been passed to rationalise the rate of interest charged under the Haryana Motor Vehicles Taxation Act, 2016 and to reduce the same from 1.5 per cent per month to 1 per cent per month that is 12 per cent per annum. ACB TIR TIR","https://timesofindia.indiatimes.com/business/business/india-business/presidential-assent-to-assam-bill-on-retrenching-up-to-300-employees-sans-govt-approval/articleshow/66202525.cms"
"21","EPCH seeks 200-acre land from UP govt for handicraft park","New Delhi, Oct 14 () Export Promotion Council for Handicrafts (EPCH) has sought a 200-acre land from the Uttar Pradesh government for setting up a handicraft park on the Yamuna Expressway, which is expected to attract direct investments worth Rs 3,000 crore.
The proposed industrial park shall house around 250-300 small and medium manufacturer exporters and provide a range of facilities including common facility centres, testing labs and raw material banks to boost their market competitiveness. It is expected to create 25,000-30,000 jobs.
""It is requested to grant EPCH a land parcel of 200 acre under Yamuna Expressway Industrial Authority in line with the textile policy of the Centre, which mandates provision of land with price rebates of 30 per cent,"" EPCH said in a letter to the Infrastructure and Industrial Development Department of UP, earlier this month.
EPCH Executive Director Rakesh Kumar said the proposed park would be shot in the arm for the handicraft sector of UP which is currently grappling with issues like high cost of credit, lack of access to modern technology, high cost raw materials.
""The manufacturer exporters at the handicraft park would benefit from multiple synergies emanating from industrial park being in the vicinity of Eastern Dedicated Freight Corridor and India Exposition Mart.
""The upcoming Jewar airport is also expected to give a major push to tourism and meetings, incentives, conferences and exhibition related visits in the region,"" Kumar told .
He said if the proposal does not go through with the UP government, EPCH may approach the Haryana government for setting up the handicraft park in the state. RSN SHW ANU ANU","https://timesofindia.indiatimes.com/business/business/india-business/epch-seeks-200-acre-land-from-up-govt-for-handicraft-park/articleshow/66202526.cms"
"22","Govt may give Rs 2,500 cr bank guarantee for state-owned firm STC","New Delhi, Oct 14 () State Trading Corporation (STC) may soon get relief from the government in terms of bank guarantee of Rs 2,500 crore to help the company resolve the liquidity problem, sources said.
The commerce ministry has approved the proposal and sent that to the finance ministry for final approval.
""There is also a plan to restructure loans of STC as the company is facing financial hardship,"" the sources said.
The firm is also in the process of preparing a plan to sell its non-core assets to raise funds.
The move assume significance as there was a proposal of the commerce ministry for a merger of STC and another state-owned trading firm MMTC.
STC has posted 88.44 per cent fall in standalone net profit to Rs 1.46 crore during April-June 2018-19, on account of poor income.
The company, while releasing its unaudited financial result for the quarter ended June 30, 2018 in August, had stated that it has appointed financial advisor for restructuring of existing loans and for raising additional loans.
It had also proposed to raise additional working capital funds against its properties.
""Therefore, the Company has approached its lender banks for an appropriate resolution plan with the objective to make the operations of the company viable and sustainable. The lender banks have formed Joint Lender Forum to finalise the reconstruction plan,"" it had said. RR BAL","https://timesofindia.indiatimes.com/business/business/india-business/govt-may-give-rs-2500-cr-bank-guarantee-for-state-owned-firm-stc/articleshow/66202418.cms"
"23","Over 70 pc road accidents occurred on bright sunny days: Report","New Delhi, Oct 14 () Contrary to popular perception, Indian roads witnessed more accidents on bright sunny days as compared to rainy or foggy days, in 2017, according to government data.
A massive 3.4 lakh road crashes of the total 4.7 lakh accidents last year occurred on sunny clear days, as per the report on accidents in 2017 by Ministry of Road Transport and Highways.
Accidents under adverse weather conditions such as heavy rain, fog and hail/sleet accounted for only 16 per cent of total road accidents last year.
""Adverse weather conditions such as heavy rain, thick fog and hail storms make driving riskier as visibility reduces and road surface gets slippery. The data of road accidents for 2017, however, shows that almost 3/4th of the accidents took place under sunny/clear weather,"" the report said.
Of the 4.70 lakh road accidents last year, 1.47 lakh people lost their lives, it said.
The data showed that bright clear days witnessed 73.3 per cent (3.40 lakh) of India's total road crashes in 2017 in which 1.02 lakh persons (69.6 per cent of the persons killed during the year) lost their lives.
Contrary to popular perception, rainy days saw just 9.5 per cent of India's road crashes (44,010) in which 13,142 (8.9 per cent) people were killed.
Foggy and misty days witnessed 26,982 accidents in which 11,090 persons (7.5 per cent) died.
Hail and sleet claimed 1,523 lives last year in 3,078 accidents (0.7 per cent).
As per the report, more than 70 per cent of fatal road crashes in 2017 involved adults in the age group of 18-45.
The report said National Highways accounted for 30.4 per cent of total road accidents and 36 per cent of deaths in 2017.
Accidents on state highways and other roads constitute 25 per cent and 44.6 per cent, respectively. In case of fatality, state highways and other roads accounted for 26.9 per cent and 37.1 per cent, respectively.
The report said for the second consecutive year, the number of road accidents declined in 2017.
Similarly, the number of persons injured has been on the decline since 2015. In percentage terms, the number of accidents in 2017 has been lower by 3.3 per cent and injuries by 4.8 per cent over 2016.
It said there has also been a decline in the number of fatal accidents, i.e, accident involving at least one death.
A total of 1.34 lakh fatal accidents were reported in 2017, which is 0.9 per cent lower than the 2016 figure of 1.36 lakh.
Two-wheelers accounted for the highest share (33.9) per cent in total accidents and fatalities (29.8 per cent) in 2017. NAM NAM MR ANU ANU","https://timesofindia.indiatimes.com/business/business/india-business/over-70-pc-road-accidents-occurred-on-bright-sunny-days-report/articleshow/66202417.cms"
"24","US Senators write to PM Modi, urge to soften stance on India's data localisation policy","WASHINGTON: Two top American Senators have asked Prime Minister Narendra Modi to adopt a soft stance on data localisation, warning that India's policy on the issue will adversely affect American businesses in the country.


Data localisation is an act of storing data on any device that is physically present within the borders of a particular country where the data was generated.

The Reserve Bank of India (RBI), in a circular in April, said all system providers will have to ensure that the entire data relating to payment systems operated by them are stored in a system only in India. It gave time till October 15 to comply with the mandate.

In a letter to Prime Minister Modi dated Friday, US Sentors John Cornyn and Mark Warner -- who also hold top leadership positions in their own parties -- have opposed the data localisation requirement of the Indian government.

""Data localisation requirements, such as those contained in the draft data protection bill and draft national e-commerce policy framework, will have negative impacts on the ability of companies to do business in India, may undermine your own economic goals, and will likely not improve the security of Indian citizens' data,"" they said.

Cornyn from the Republican Party and Warner from the Democratic Party are co-chairs of the powerful Senate India Caucuses.

When companies adopt high-quality privacy safeguards, the location of data has no bearing on whether the data is secure, they argued.

""In addition to effectively reducing data security, forced data localisation requirements create inefficiencies for both businesses and consumers, raising the cost of procuring and delivering data services including ones that local Indian businesses utilize on a daily basis,” the Senators said.

""Ultimately, they also increase the cost, and/or reduce the availability of, data-dependent services,"" said the letter, a copy of which has been obtained by PTI.

The two Senators said that forced data localisation will also be counterproductive when it comes to India modernising its framework regarding law enforcement requests for data.

""Both the protection and security of data-as well as access to data for lawful purposes-can be enabled without a requirement that data be stored in a specific physical location. We encourage increased dialogue on these issues between law enforcement agencies in the US and India,"" the powerful Senators wrote.

The letter comes amidst reports that major American IT companies are up in arms against the latest Indian directive.

American financial companies are believed to have approached the administration against the RBI directive which, beginning October 15, requires them to store in India any payment-related data from transactions that take place inside the country.

India has rejected their request of mirroring.

On Friday, Deputy US Trade Representative and US Ambassador to the WTO Dennis Shea said that the US wants to prohibit data localisation to ensure that there is a free flow of information across borders.

""We want to have prohibitions on data localisation to ensure that there's free flow of information, free flow of data across borders, disciplines around countries requiring companies to give up their source code, permanent ban on taxation or duties on digital transmissions,"" Shea said.


Shea did not specifically pointed out India on the data localisation issue, but made his views pretty clear where the Trump administration stands on this issue.

Republican Strategist Andy Surabian, who is also a political adviser to Donald Trump Jr, wrote in BreitBart News last week that if implemented, this policy will put an unnecessary burden on American companies and hurt consumers, who will endure higher costs and increased cybersecurity risks.


Meanwhile, mobile messaging platform WhatsApp has said it has built a system that stores payments-related data in India, in line with RBI's data localisation policy.","https://timesofindia.indiatimes.com/business/business/india-business/us-senators-write-to-pm-modi-urge-to-soften-stance-on-indias-data-localisation-policy/articleshow/66202387.cms"
"25","Saudi stocks plunge 7% on Khashoggi fallout; biggest drop since 2014","DUBAI: Saudi Arabia's stock market plunged on Sunday as investors worried about deteriorating relations with the international community after the disappearance of Saudi journalist Jamal Khashoggi.

After nearly two hours of trade the index was down 7.0 percent, its biggest drop since December 2014, when oil prices were crashing. Shares in the region's biggest petrochemical producer, Saudi Basic Industries, tumbled 7.9 percent.

""It’s the political environment. The market is reacting negatively to sentiment around the Khashoggi case and the political noise around it,"" said Salah Shamma, head of investment for the region at Franklin Templeton Emerging Markets Equity, a big global fund manager.

Shamma noted the fundamental situation of the Saudi economy had not so far been affected.

But regional traders said speculation the Khashoggi case might deter some inflows of foreign investment - and that a backlash in the US Congress could lead to U.S. sanctions against some Saudi individuals - had triggered panic selling of stocks by some local investors.

""It seems that international accounts are punishing the Saudi exchange,"" a regional broker added.


Khashoggi, a prominent critic of Riyadh and a US resident, disappeared on Oct. 2 after visiting the Saudi consulate in Istanbul. Turkey believes he was deliberately killed inside the building and his body removed. Riyadh has dismissed the claims.


U.S. President Donald Trump said on Saturday there would be ""severe punishment"" for Saudi Arabia if it turned out that Khashoggi was killed in the consulate.

Media companies and some technology executives have pulled out of a major Saudi investment conference scheduled for next week in Riyadh because of growing outrage over the disappearance.


Other stock markets in the Gulf opened higher on Sunday but began falling as Riyadh plunged, with the Dubai index sinking 1.4%.","https://timesofindia.indiatimes.com/business/business/international-business/saudi-stocks-plunge-7-on-khashoggi-fallout-biggest-drop-since-2014/articleshow/66203601.cms"
"26","Elon Musk-led Tesla actually files trademark application for 'Teslaquila'","NEW DELHI: What started as an April Fools’ Day joke that left a poor taste in Tesla Inc investors’ mouths may soon become a reality.

The electric-car maker submitted a trademark application on October 8 for Teslaquila, describing the planned product as a distilled agave liquor. It was filed as “based on intent to use,” which means Tesla doesn’t have the product ready just yet. The company needs to actually be making a product to obtain the trademark.

Tesla chief executive officer Elon Musk tweeted on Friday that the brand would be coming soon. Musk also posted a mock-up of roughly what the tequila bottle will look like.


Visual approximation https://t.co/sMn3Pv476Y
— Elon Musk (@elonmusk) 1539363508000


The phrase originated as an April Fools’ prank in which Musk tweeted that Tesla was going bankrupt. He posted jokingly that he had been “found passed out against a Tesla Model 3, surrounded by ‘Teslaquila’ bottles.”



Elon was found passed out against a Tesla Model 3, surrounded by ""Teslaquilla"" bottles, the tracks of dried tears s… https://t.co/qywhwwMHju
— Elon Musk (@elonmusk) 1522620154000


Tesla shares plunged the following trading day and closed down 5.1 percent on April 2. The stock has sold off more recently in no small part thanks to Musk’s tweets in August about taking the company private. He abandoned that effort in a matter of weeks and has agreed to settle a securities fraud lawsuit brought by the U.S. Securities and Exchange Commission.","https://timesofindia.indiatimes.com/business/business/international-business/elon-musk-led-tesla-actually-files-trademark-application-for-teslaquila/articleshow/66194854.cms"
"27","Why Pakistan’s 13th bailout will also be its toughest","NEW DELHI: With Pakistan formally requesting IMF or International Monetary Fund aid (it plans to raise anywhere between $6 billion to more than $12 billion), it will be the country’s 13th loan programme since 1988.

Islamabad’s cycle of financial crashes and bailouts has also been about taking the lender's money but dragging its heels on economic reforms that should follow. It has successfully completed just one IMF programme (meaning it received all the disbursements as planned) in 2016 and even then a number of requirements were relaxed.


But this time the loan terms are likely to be tougher, including a closer scrutiny on the debt it owes to China. Pakistan knows this and has shown some signs of following the path. It devalued its rupee — the most in two decades after long-standing IMF observations that the currency was overvalued. It has said that it will publish the terms of the Chinese loans.


Currency devaluations that may stoke inflation are among the key challenges ahead for populist new Prime Minister Imran Khan.



This time the army is worried too, especially after US President Donald Trump cut military aid to Pakistan earlier this year.


An economically-troubled and indebted Pakistan means that India will have to live with an increased Chinese influence in the country.","https://timesofindia.indiatimes.com/business/business/international-business/why-pakistans-13th-bailout-will-also-be-its-toughest/articleshow/66194440.cms"
"28","US has taken toughest-ever action on China's unfair trade practices: Donald Trump","WASHINGTON: US President Donald Trump has said that his administration has taken the ""toughest-ever action"" to crack down on China's unfair trade practices.

Trump has been steadily hiking tariffs on Chinese exports to the US since June, asking Beijing to bring down the billions of dollars of trade deficit.

He has taken an unprecedented tough measure against the alleged unfair trade practices of China. The US has a nearly $500 billion trade deficit with China per annum, which Trump says is unsustainable for the US.

""We have taken the toughest-ever action to crack down on China's unfair trade actions and trade abuses,"" Trump told his cheering supporters at an election rally in Ohio on Friday.

Among the steps being taken by the US include imposing additional 25 per cent tariff on import of Chinese products worth $250 billion, announcing new curbs of nuclear technology trade with China and taking steps to stop China from allegedly stealing intellectual property from the US.

Trump patted on his back with regard to his China policy as he listed out the achievements of his administration and the steps that has strengthened the American economy and creating jobs.

""Thanks to our tariff and especially on steel that's been dumped all over this country, the Ohio steel industry and the US steel industry is roaring back to life and soon will be hitting its most successful years ever,"" he said.

Last week, he announced the replacement of North America Free Trade Agreement (NAFTA) ""with the incredible, brand-new"" US-Mexico-Canada trade agreement, the USMCA, Trump said.

""It's opening up Canada, opening up Mexico for our farmers, everybody,"" he said.

Trump said that at his direction, the Pentagon is now working to create the sixth branch of the American armed forces called the Space Force.

""That's very important. Hate to say it, but very soon, that's where it's going to be at. It's going to be space, everything, defence, offense, everything,"" he said.


Referring to his withdrawal from the Iranian nuclear deal, Trump said that this was one-sided.


""I withdrew the United States from the horrible one-sided Iran nuclear deal and look what happened to Iran,"" he said.



""When I took office, Iran was all over the place. They were taking over Syria. They were taking over Yemen. They were taking over everything. I actually said, this is going to be a problem and we've got to do something.


""And about four months ago, we withdrew from that horrible, ridiculous deal. And you take a look what's happening to Iran. There's riots all over the streets, all over the cities. It's a whole different ballgame. It's a whole different country. And it's looking real good,"" Trump said.","https://timesofindia.indiatimes.com/business/business/international-business/us-has-taken-toughest-ever-action-on-chinas-unfair-trade-practices-donald-trump/articleshow/66193781.cms"
"29","Window 'narrowing' for global economy, IMF warns","INDONESIA: The window of opportunity for safeguarding global growth is ""narrowing"" as trade disputes deepen and emerging markets face fiscal crisis, the IMF said on Saturday, warning countries against worsening things by weaponising currency and interest-rate policies.

US Treasury secretary Steven Mnuchin had downplayed the global concerns expressed at an International Monetary Fund meeting held this week in Bali under the shadow of US-China tensions, saying the world would benefit if Beijing is forced to changes its trade policies.

But the IMF said in a communique that while global growth currently remained ""steady"", the risks are ""increasingly skewed to the downside amid heightened trade tensions and ongoing geopolitical concerns"".

The fund kicked off its annual meeting with the World Bank on the Indonesian resort island earlier in the week in a gloomy mood, preoccupied by the trade tussle between the world's two biggest economies, and tightening financial conditions faced by emerging markets.

On Tuesday, it cut its outlook for global GDP growth by 0.2 percentage points to 3.7 per cent for 2018 and 2019, citing the trade war.

""The window of opportunity (is) narrowing,"" the 189-country organisation said, adding that members would ""refrain from competitive (currency) devaluations and will not target our exchange rates for competitive purposes"" -- a line apparently aimed at the US and China.

Mnuchin this week said he had told the head of China's central bank about his concerns over the weakness of its currency.

US President Donald Trump has accused Beijing of depreciating its currency to absorb the impact of US trade tariffs.

But Mnuchin, speaking on the Bali meeting's sidelines, declined to comment on whether Washington would declare Beijing a ""currency manipulator"" in a Treasury report due out next week.

That would be a first for China, triggering a process that could lead to punitive steps.

Mnuchin also pushed back against the growing global angst over the US-China trade fight, saying that pressuring Beijing into adopting more open trade policies would be good for all.

""Our objective with China is very clear: it's to have a more balanced trading relationship,"" he said.

""I think that if we are successful, this is very good for US companies, US workers, Europeans, Japan, all of our other allies, and good for China.""

The argument gained little traction in Bali on Saturday.

""Trade conflict would be bad for all economies, not just the US and China,"" Japanese central bank governor Haruhiko Kuroda said.

""This type of thing will not be good for the US economy, the China economy, but also for the economies of Asia and the world.""

Tensions have soared recently with Trump's administration rolling out billions of dollars in tariffs against China in a bid to tackle its trade deficit and rein in what Washington considers unacceptable Chinese trade practices.

Mnuchin said Washington's ultimate goal was a ""free, fair and reciprocal relationship"" with Beijing.

Attention has begun to turn toward hopes that Trump and Chinese President Xi Jinping could meet on the sidelines of the G-20 summit next month in Argentina and bury the hatchet with some sort of agreement.

Mnuchin said no decision had been made yet and the US was not -- ""for the moment"" -- requiring any Chinese concessions before Trump agrees to a meeting.


""To the extent that we can make progress toward a meeting, I would encourage that and that's something we are having discussions about,"" he told reporters.


World markets also have been roiled by a plunge in some emerging market currencies -- including Turkey and Argentina -- as domestic financial crises and higher US interest rates lure returns-hungry investors to the dollar.



The IMF statement said it would push to improve the World Trade Organisation and boost confidence in the global trading system.


It added that it would continue to help countries deal with the social and economic costs of ""pandemics, cyber risks, climate change and natural disasters, energy scarcity, conflicts, migration, and refugee and other humanitarian crises"".","https://timesofindia.indiatimes.com/business/business/international-business/window-narrowing-for-global-economy-imf-warns/articleshow/66193706.cms"
"30","WTO not equipped to deal with China and its industrial policies: US","WASHINGTON: China's economic system is not compatible with the norms of the WTO, the Trump administration has said, asserting that the international trade body is not equipped to deal with Beijing and its industrial policies.

The Trump administration is also seeking to redefine the term 'developing nations' as countries like China, despite being the world's second largest economy, are being considered as developing, that gives them certain benefits under the World Trade Organization (WTO).

""Too many countries at the WTO self-designate as developing countries. And as a developing country at the WTO, you enjoy additional flexibilities and exemptions from the rules,"" Dennis Shea, deputy US trade representative and US ambassador to the WTO, told a Washington audience on Friday.

""If you look at who some of these countries are, though, it's pretty amazing that they're claiming to be developing countries at the WTO,"" he said.

For example, 10 of the G-20 members claim developing country status at the WTO.

China, which is the second largest economy in the world, claims developing country status at the WTO, Shea said.

Five of the six countries with the largest GDP per capita claim developing country status at the WTO, he said during his appearance before the Center for Strategic and International Studies (CSIS), a top American think-tank.

US trade representative Bob Lighthizer, Shea said, raised that issue at the ministerial conference in Buenos Aries in December and has a real conversation going on at the WTO about whether there should be more differentiation among developing countries.

In July, he said, the US offered a paper on China's economic model and the point of the paper was the economic model is essentially inconstant with the WTO norms.

""And I had a big back-and-forth with my Chinese counterpart. In fact, people said it was the most exciting time they've ever seen at a General Council meeting at the WTO. And my reaction was, 'Well, if this is the most exciting time this place must be pretty boring',"" Shea said.

Indicating tightening of the US approach against China, Shea said that the middle-of-the-road approach on some of the issues, particularly around China, is no longer viable.

""We really need to recognise that the economic system of China is not compatible with the WTO norms,"" he said, asserting that other countries need to speak up on this.

The WTO, as currently constituted, is not equipped to handle the China issue.

""One of my jobs is to help educate the membership about the ramifications of China's non-market economy, not just for the US, but for the WTO membership at large,"" Shea said.

That is the reason why, he observed, the US submitted that paper on the Chinese economic model at the last general council meeting in July.

The US, Japan and the EU are now engaged in the trilateral process, in which they are looking at ways to share information.

""They're looking at a number of areas. One on industrial subsidies and state-owned enterprises; another on the issue of forced technology transfer; and, the third issue on, you know, defining: what are the elements of a market economy? Can we have a common understanding of what a market economy is?"" the top US trade official said.

""Part of this effort involves development of new rules. So the US and the EU and the Japan are engaged in discussions, at a technical staff level, about the development of new rules around industrial subsidies and SOEs -- that's the furthest along -- and potentially new rules around forced technology transfer,"" Shea said.


Responding to a question, Shea said that in China, there is no independent judiciary, which can resolve disputes among stakeholders in China in impartial manner.


""Should China be kicked out of the WTO if the US loses?"" he was asked. ""You know, yes,"" he answered.



""We are committed to the trilateral process. We're working, hopefully we'll develop a common understanding what new rules would look like with the EU and Japan, and then branch out from there.


""We are probably a little more skeptical about the viability of rules to actually significantly modify Chinese behaviour. But that does not mean we should not pursue this approach, which we are pursuing,"" he added.","https://timesofindia.indiatimes.com/business/business/international-business/wto-not-equipped-to-deal-with-china-and-its-industrial-policies-us/articleshow/66192057.cms"
"31","Facebook says attackers stole details from 29 million users","Facebook Inc said on Friday it had confirmed that the attackers in the mass security breach it announced late last month accessed the accounts of about 30 million people in total and stole name and contact details for 29 million.

Facebook Inc said in late September that hackers stole digital login codes allowing them to take over nearly 50 million user accounts in its worst security breach ever, but did not confirm if information had actually been stolen.


The company said that for 15 million people, attackers accessed two sets of information – name and contact details including phone number, email, or both, depending on what the individuals had on their profiles.


Facebook
✔
@facebook
Sharing the results of our investigation into the attack we announced two weeks ago: 
https://
newsroom.fb.com/news/2018/10/u
pdate-on-security-issue/ 
…
4:38 PM - Oct 12, 2018
An Update on the Security Issue | Facebook Newsroom
We're sharing new details about the recent security issue.
newsroom.fb.com
255
283 people are talking about this
Twitter Ads info and privacy

For another 14 million people, the attackers also accessed other details included username, gender, locale/language, relationship status, religion, hometown, current city, birthdate, devices used to access Facebook, education, work, and the last 10 places they checked into or were tagged in.


""We’re cooperating with the FBI, which is actively investigating and asked us not to discuss who may be behind this attack,"" Facebook said on a blog post.","https://timesofindia.indiatimes.com/business/business/international-business/facebook-says-attackers-stole-details-from-29-million-users/articleshow/66186887.cms"
"32","Turkey to stop visa on arrival from October 28","NEW DELHI: Turkey will stop giving visas on arrival to a number of nationalities, including Indians, from October 28. Visitors will need to take a visa before heading to the country.


“Important Update: E-visa kiosks at any airports in Istanbul will not be available after October 28, 2018. Please get your e-visa before your departure to Turkey after said the date. An e-Visa is an official document permitting entry into and travel within Turkey. Citizens of India, Bhutan, Maldives, and Nepal (and over 100 other countries) are eligible for the e-Visa,” The website of the Turkish embassy in Delhi says.

“Turkish e-visa is equivalent to the Turkish sticker visa issued at Turkish missions. Getting e-visa costs $ 45 less than sticker visa,” it added.


“Turkey will discontinue visa on arrival (they call it e-visa kiosk). E-visa on email and through VFS Global centres will continue,” said a travel agent who did not wish to be named.","https://timesofindia.indiatimes.com/business/business/international-business/turkey-to-stop-visa-on-arrival-from-october-28/articleshow/66186094.cms"
